manufacturer,ship_name,canonical_id,source_entity_class,rsi_image_url,coverage_status,match_method,notes
Aopoa,Aopoa Nox,XIAN_Nox,XIAN_Nox,"https://robertsspaceindustries.com/i/77be8ac04eac10f2d96cbb48db56bff76a108c20/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResez6iKCpgqqXaiP49xWFzmKVJNb993smQJ)/source.webp",REGISTRY,NORMALIZED_NAME,
Aopoa,Aopoa Nox Kue,XIAN_Nox_Kue,XIAN_Nox_Kue,"https://robertsspaceindustries.com/i/cfedd456f47513a8d2e7229761a87a475edc2170/resize(1820,1024,cover,hgjbks2vRxvijgZCkcudyey3yf2YnBqfanX6U636vzzNeeFdx43A2FpB1h72y9eres7Js1etFpA6vxqALTAbHwWijx)/source.webp",REGISTRY,NORMALIZED_NAME,
Aopoa,Aopoa Nox Wikelo Special,XIAN_Nox_Collector_Mod,XIAN_Nox_Collector_Mod,,FALLBACK,UNMATCHED,
Aopoa,Aopoa San'tok.yāi,XNAA_SanTokYai,XNAA_SanTokYai,"https://robertsspaceindustries.com/i/07f8b3fb66e8bf1fc56eed1e889c80510960b9ef/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseYxnLDbRvYcbdtzQnz5YTiGVWt6gxEs8r)/source.webp",REGISTRY,NORMALIZED_NAME,
Argo,MOLE,mole,mole,"https://robertsspaceindustries.com/i/09d0d3d126a43e1747e391213f50f1da3c39684b/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskeyuh2th2hpj2ey5zJ3ucQ9vcbaskWmxA)/source.webp",REGISTRY,EXACT_NAME,
Argo Astronautics,Argo CSV-SM\n,ARGO_CSV_Cargo,ARGO_CSV_Cargo,"https://robertsspaceindustries.com/i/52a671e5dc96ac85cb77b487f4c127b521903b6c/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskkEEePB5J9J5injj6dDUcvVDLgXM3kADL)/source.webp",REGISTRY,NORMALIZED_NAME,
Argo Astronautics,Argo MOTH,ARGO_MOTH,ARGO_MOTH,"https://robertsspaceindustries.com/i/727f9141d6fb066fcecc44baafade227c430a57f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResizo7zmGtBQxP3GqDdxi4jhpFuvLzU2iqC)/source.webp",REGISTRY,NORMALIZED_NAME,
Argo Astronautics,Argo MPUV Cargo,ARGO_MPUV,ARGO_MPUV,"https://robertsspaceindustries.com/i/81e713f8e644c1e857f81447c80c99adb34aeb68/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskqS72thXJhruiyZdkAUXoWmCbfrFo9axn)/source.webp",REGISTRY,NORMALIZED_NAME,
Argo Astronautics,Argo MPUV Personnel,ARGO_MPUV_Transport,ARGO_MPUV_Transport,"https://robertsspaceindustries.com/i/a4531abec711e22d8da468f488c9f8cea63cbe42/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj1m9L4rmH61jLubjuLTYqftH8J2JTVpsQ)/source.webp",REGISTRY,NORMALIZED_NAME,
Argo Astronautics,Argo MPUV Tractor,ARGO_MPUV_1T,ARGO_MPUV_1T,"https://robertsspaceindustries.com/i/3efa976ce798a11fe92d75c28eb6e22ed863d15a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskqfGEtBqch5Ac8LmFbX21URShPfQgHAna)/source.webp",REGISTRY,NORMALIZED_NAME,
Argo Astronautics,Argo RAFT,ARGO_RAFT,ARGO_RAFT,"https://robertsspaceindustries.com/i/331d7c983e19ac25dff367e870e8c924f239da17/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskjDVZ1oPzGecgpKE4TU2z95zVFTwWYAhk)/source.webp",REGISTRY,NORMALIZED_NAME,
Argo Astronautics,Argo RAFT Wikelo Work Special,ARGO_RAFT_Collector_Indust,ARGO_RAFT_Collector_Indust,,FALLBACK,UNMATCHED,
Argo Astronautics,Argo SRV,ARGO_SRV,ARGO_SRV,"https://robertsspaceindustries.com/i/1d508b10efc1d044d96c19c2120f7b55c09c1f10/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskvzMkR86na9QbqH7S5iyoVoKe6QYJ5fD8)/source.webp",REGISTRY,NORMALIZED_NAME,
Banu,Banu Defender,BANU_Defender,BANU_Defender,"https://robertsspaceindustries.com/i/517c98661fe71f5627dec6ff7fcaed61b0da2da3/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjqYDYeRY8q9ugefhioggnXHfpwouJVn3p)/source.webp",REGISTRY,NORMALIZED_NAME,
Consolidated Outland,C.O. HoverQuad,CNOU_HoverQuad,CNOU_HoverQuad,"https://robertsspaceindustries.com/i/e3df0092087fa6d51c2a49da55dc76169d53ae42/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskqwnrzVEUwLuvjuAagqGwGWYcwadhu4jQ)/source.webp",REGISTRY,NORMALIZED_NAME,
Consolidated Outland,C.O. Mustang Alpha,CNOU_Mustang_Alpha,CNOU_Mustang_Alpha,"https://robertsspaceindustries.com/i/56e5d9360c19539d341a3b50a9a26c808daaf255/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjBFG9qk5KAVGU3wTFxrTvN1xmVan4nf7U)/source.webp",REGISTRY,NORMALIZED_NAME,
Consolidated Outland,C.O. Mustang Beta,CNOU_Mustang_Beta,CNOU_Mustang_Beta,"https://robertsspaceindustries.com/i/350dbb5a00529914c2a50752b9e455000ab41e94/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjGdyC4SvNZEPGqps3S9SJexi4jB6ztz22)/source.webp",REGISTRY,NORMALIZED_NAME,
Consolidated Outland,C.O. Mustang CitizenCon 2948 Edition,CNOU_Mustang_Alpha_CitizenCon2018,CNOU_Mustang_Alpha_CitizenCon2018,,FALLBACK,UNMATCHED,
Consolidated Outland,C.O. Mustang Delta,CNOU_Mustang_Delta,CNOU_Mustang_Delta,"https://robertsspaceindustries.com/i/3a0e3ce4ced9f3767ac5b51c74fdba79d99e7709/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResepafddG3GYsbfAVx7hbw9Xwjpyuw5z22a)/source.webp",REGISTRY,NORMALIZED_NAME,
Consolidated Outland,C.O. Mustang Gamma,CNOU_Mustang_Gamma,CNOU_Mustang_Gamma,"https://robertsspaceindustries.com/i/2aea9e952009e457566cd38f1698e4864bdeed37/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseBSrAv4osfDsR17X1NzWhg5MhDW1neGwx)/source.webp",REGISTRY,NORMALIZED_NAME,
Consolidated Outland,C.O. Mustang Omega,CNOU_Mustang_Omega,CNOU_Mustang_Omega,"https://robertsspaceindustries.com/i/f19022ba7a1707ccdb78dcf695f2ef9d9b9b35fd/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskUM4JKzJ9dsqVZzEweh1C1unScWqpchtJ)/source.webp",REGISTRY,NORMALIZED_NAME,
Consolidated Outland,C.O. Nomad,CNOU_Nomad,CNOU_Nomad,"https://robertsspaceindustries.com/i/98e79e8d66280cfbd42ed67c81edfc759a79ec83/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjP6uiDaGZDAiDD1wpjtMms52A8twLXjMQ)/source.webp",REGISTRY,NORMALIZED_NAME,
Crusader,Starlite,starlite,starlite,"https://robertsspaceindustries.com/i/4b55d090cff9c6187184a8b61dc85f5920dcb800/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResejDD8DR6RJg56rg7iLsnFCgXVsS6vHmTc)/source.webp",REGISTRY,EXACT_NAME,
Crusader Industries,Crusader A1 Spirit,CRUS_Spirit_A1,CRUS_Spirit_A1,"https://robertsspaceindustries.com/i/8dd23d865543540372922e592bd06196e0cc32ec/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjqeH5Syrkjvs1ARQzHr1K5xByXfMTgZrN)/source.webp",REGISTRY,NORMALIZED_NAME,
Crusader Industries,Crusader A2 Hercules Starlifter,CRUS_Starlifter_A2,CRUS_Starlifter_A2,"https://robertsspaceindustries.com/i/8f68e99ee76f7ab8ae8da725196f32d9a5d61a69/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResidY9GU2m2dhad9nWNxb18qK9ZrBf6PhFU)/source.webp",REGISTRY,NORMALIZED_NAME,
Crusader Industries,Crusader A2 Hercules Starlifter Wikelo War Special,CRUS_Starlifter_A2_Collector_Military,CRUS_Starlifter_A2_Collector_Military,,FALLBACK,UNMATCHED,
Crusader Industries,Crusader Ares Star Fighter Inferno,CRUS_Starfighter_Inferno,CRUS_Starfighter_Inferno,"https://robertsspaceindustries.com/i/8ba059daedf99e377a6b4773167364933ec37348/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskPUMphCZRXRAQLjVqV1sqM6EBTAiv9qKc)/source.webp",REGISTRY,NORMALIZED_NAME,
Crusader Industries,Crusader Ares Star Fighter Inferno Wikelo War Special,CRUS_Starfighter_Inferno_Collector_Military,CRUS_Starfighter_Inferno_Collector_Military,,FALLBACK,UNMATCHED,
Crusader Industries,Crusader Ares Star Fighter Ion,CRUS_Starfighter_Ion,CRUS_Starfighter_Ion,"https://robertsspaceindustries.com/i/38f0c5a9561f3f29798207b431326db3a998d0ce/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResidZaY5SRiicBUSgjL8oiDCWFUNRcX7Mnv)/source.webp",REGISTRY,NORMALIZED_NAME,
Crusader Industries,Crusader Ares Star Fighter Ion Wikelo Sneak Special ,CRUS_Starfighter_Ion_Collector_Stealth,CRUS_Starfighter_Ion_Collector_Stealth,,FALLBACK,UNMATCHED,
Crusader Industries,Crusader C1 Spirit,CRUS_Spirit_C1,CRUS_Spirit_C1,"https://robertsspaceindustries.com/i/bac6648185eab3ca89a9b859d6092c81fe337587/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjfBqExzNdjFYFntDZSQvoviQmVRUrSXUz)/source.webp",REGISTRY,NORMALIZED_NAME,
Crusader Industries,Crusader C1 Spirit Wikelo Special,CRUS_Spirit_C1_Civilian,CRUS_Spirit_C1_Civilian,,FALLBACK,UNMATCHED,
Crusader Industries,Crusader C2 Hercules Starlifter,CRUS_Starlifter_C2,CRUS_Starlifter_C2,"https://robertsspaceindustries.com/i/387f877bf5aae2c4dc6e32568d621473b5d4d79e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskpcDUyTPuKfT2cePUz4jof5hYcpd6LjZx)/source.webp",REGISTRY,NORMALIZED_NAME,
Crusader Industries,Crusader Intrepid,CRUS_Intrepid,CRUS_Intrepid,"https://robertsspaceindustries.com/i/f40c300182f77dd980ab6afd98e60fd5392495c2/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseTjyXQamnTyUNx1E4Cd8m3Qux8Q6gA2mL)/source.webp",REGISTRY,NORMALIZED_NAME,
Crusader Industries,Crusader M2 Hercules Starlifter,CRUS_Starlifter_M2,CRUS_Starlifter_M2,"https://robertsspaceindustries.com/i/ecbed3dfd956ca7abe163b3cda1e43784c9d5d53/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseTg8yHWoyFU5ctCYvWz382EoBq77xDmMY)/source.webp",REGISTRY,NORMALIZED_NAME,
Crusader Industries,Crusader Mercury Star Runner,CRUS_Star_Runner,CRUS_Star_Runner,"https://robertsspaceindustries.com/i/968944e4818ed482e8ca891152eec706ce5575ce/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseM2Qd3hg33nVNrZr93SXcfBLpXPPoyseW)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake,Corsair,corsair-imported,DRAK_Corsair,"https://robertsspaceindustries.com/i/f254322de966a6c59fa992181e8fb0cd9922f597/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResf1XMP49iifJEdNC1Y2F1c43JdmfwrQHre)/source.webp",REGISTRY,EXACT_NAME,
Drake,Cutlass Black,cutlass-black-imported,DRAK_Cutlass_Black,"https://robertsspaceindustries.com/i/23b7d89ec0b391d6ed79e7169c133ecbce5153b3/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseczedehU6DiyGVBJrQEkLAao6v8XpwcvS)/source.webp",REGISTRY,EXACT_NAME,
Drake,Cutlass Red,cutlass-red,cutlass-red,"https://robertsspaceindustries.com/i/fac734628c93a3bc5163570403de8d6008b22439/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskfBtT1vzYFaw6fbz4Ly8762W5tPFVNwTc)/source.webp",REGISTRY,EXACT_NAME,
Drake,Vulture,vulture,vulture,"https://robertsspaceindustries.com/i/f6db59eb9fab5f42cfea9f996f86dd4036b8d712/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskCvCdRfAMGuDBYzhaECpNCyZZJ4VYpLjp)/source.webp",REGISTRY,EXACT_NAME,
Drake Interplanetary,Drake Buccaneer,DRAK_Buccaneer,DRAK_Buccaneer,"https://robertsspaceindustries.com/i/ce397ce5177b61e3c698eac1667c7982fc0333a0/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResezCh7hqEM1ouaaszB9mDc2C9vpC1wGmhp)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Caterpillar,DRAK_Caterpillar,DRAK_Caterpillar,"https://robertsspaceindustries.com/i/5d38be418f6393b3a97d5341ddf6dcc866f92048/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseBYkxomy2F5nsE4C5GSarCBzaijFs8Gdk)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Caterpillar Pirate,DRAK_Caterpillar_Pirate,DRAK_Caterpillar_Pirate,,FALLBACK,UNMATCHED,
Drake Interplanetary,Drake Clipper,DRAK_Clipper,DRAK_Clipper,"https://robertsspaceindustries.com/i/0a1dfa00589e8928d43a75fc69f10cdaba212ae3/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskdzBZyYCJeJt12AGHtbTGJ4EVBTfcuJLe)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Command Module,DRAK_Command_Module,DRAK_Command_Module,,FALLBACK,UNMATCHED,
Drake Interplanetary,Drake Cutlass Blue,DRAK_Cutlass_Blue,DRAK_Cutlass_Blue,"https://robertsspaceindustries.com/i/9b80c3b6ee3520252d93a03a5d62d37dd67db76c/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseNAXvbPq3dAF8iYwuSZSHMTy24T75fkeA)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Cutlass Steel,DRAK_Cutlass_Steel,DRAK_Cutlass_Steel,"https://robertsspaceindustries.com/i/61ac64d9c5804064a47bd94e0550ab1499b3cb26/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjk8SgXwmm29ZdPPy1wDcMYUbd9Bq6m2W2)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Cutter,DRAK_Cutter,DRAK_Cutter,"https://robertsspaceindustries.com/i/0394ab32c1b435db8eec143ff91ae468f1af4c20/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj5ym2DKsq5cBCWrdebV79wxvB4CrVzUzi)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Cutter Rambler,DRAK_Cutter_Rambler,DRAK_Cutter_Rambler,"https://robertsspaceindustries.com/i/b9bc6bb3312e830db0bef2a729917a915668c5b1/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResepw8aT4Fei7123y9mJC4z9zyacUBP5Snr)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Cutter Scout,DRAK_Cutter_Scout,DRAK_Cutter_Scout,"https://robertsspaceindustries.com/i/857bf4b03b55d8c6caf5dfdf0aaad8f7a990572e/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResezCiG492YM3jcP1NHchGCbHDScAAMrK82)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Dragonfly,DRAK_Dragonfly,DRAK_Dragonfly,"https://robertsspaceindustries.com/i/4edf9f73028b9bce027a2f99ef05334615b593e0/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskPN4yumMk5nt91UxccBVecfwddqkyqWeJ)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Dragonfly Star Kitten,DRAK_Dragonfly_Pink,DRAK_Dragonfly_Pink,,FALLBACK,UNMATCHED,
Drake Interplanetary,Drake Dragonfly Yellowjacket,DRAK_Dragonfly_Yellow,DRAK_Dragonfly_Yellow,"https://robertsspaceindustries.com/i/b19e705177bd3abeaa5a857272d36de996e54b95/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjvnVqTQktakUX1aAFundh4rBxLFZ28g8n)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Golem,DRAK_Golem,DRAK_Golem,"https://robertsspaceindustries.com/i/9a1744357e6a391c84bcc9e214bc73de9b5b8539/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskqx8QbDKyKvq57QLarN7q9v5Jm4q5hBWn)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Golem OX,DRAK_Golem_OX,DRAK_Golem_OX,"https://robertsspaceindustries.com/i/9d691bd124472c3fa415e32ea09c44613de87952/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskvvn85TqHb5e13wJvTuggwxw45XVqmdZx)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Golem Wikelo Work Special,DRAK_Golem_Collector_Indust,DRAK_Golem_Collector_Indust,,FALLBACK,UNMATCHED,
Drake Interplanetary,Drake Herald,DRAK_Herald,DRAK_Herald,"https://robertsspaceindustries.com/i/8632c51efb3ab9c8fdc2cddef7ab0eeca8faaf49/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj21mVS6o1YrzqWhXT7tPnLa7wSa8Z5Cr2)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Ironclad,DRAK_Ironclad,DRAK_Ironclad,"https://robertsspaceindustries.com/i/79c2890918f2e461d5efdb5163601adb41ae9798/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjBRnDkC8Kj8kBx7gMqyTifAKL11mBV28n)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Ironclad Assault,DRAK_Ironclad_Assault,DRAK_Ironclad_Assault,"https://robertsspaceindustries.com/i/172de807df1bf74970c20598551cee089cc62834/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjevU14S3KdkuyAVKx5Q3ogZ3ZYNvZsqzE)/source.webp",REGISTRY,NORMALIZED_NAME,
Drake Interplanetary,Drake Mule,DRAK_Mule,DRAK_Mule,"https://robertsspaceindustries.com/i/2ba95c78be656fd8f4c16b64c0367405f83fce82/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjZdarzsBbDcn1GYaeu1WNwbzqtAK8bU9C)/source.webp",REGISTRY,NORMALIZED_NAME,
Esperia,Esperia Blade,VNCL_Blade,VNCL_Blade,"https://robertsspaceindustries.com/i/b04d825a1a9581f6aed49a82c9993b9cc4bec858/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseBp7yuysMv26jp9p5LodLWy2NVMYvDzpn)/source.webp",REGISTRY,NORMALIZED_NAME,
Esperia,Esperia Glaive,VNCL_Glaive,VNCL_Glaive,"https://robertsspaceindustries.com/i/fc1d9cc71019ccc212d529c0dd3992bba89a35c3/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjkMe11deKVPSCGJVKnteWRPFAx1t7qwaN)/source.webp",REGISTRY,NORMALIZED_NAME,
Esperia,Esperia Prowler,ESPR_Prowler,ESPR_Prowler,"https://robertsspaceindustries.com/i/7f3bf5d9149c8b966011e50998a8efdf19acb583/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjNqLCYXQvhiupHum3Mu6UnYgMrvnMPs8z)/source.webp",REGISTRY,NORMALIZED_NAME,
Esperia,Esperia Prowler Utility,ESPR_Prowler_Utility,ESPR_Prowler_Utility,"https://robertsspaceindustries.com/i/2955623dbe8739f5d423ad6cd327b400001303c9/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjPJqkqGhW28TSCZajqTSMx4cEmBCqXx3g)/source.webp",REGISTRY,NORMALIZED_NAME,
Esperia,Esperia Prowler Utility Wikelo Work Special,ESPR_Prowler_Utility_Collector_Indust,ESPR_Prowler_Utility_Collector_Indust,,FALLBACK,UNMATCHED,
Esperia,Esperia Talon,ESPR_Talon,ESPR_Talon,"https://robertsspaceindustries.com/i/b65ccb7e424a05c2f0f2fc1a5c488a9cdeeb43f9/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResee7KFjLApo7TLv6HYPxWKPfdQBFRWWScW)/source.webp",REGISTRY,NORMALIZED_NAME,
Esperia,Esperia Talon Shrike,ESPR_Talon_Shrike,ESPR_Talon_Shrike,"https://robertsspaceindustries.com/i/f15eeab670096bb3d2b00bfbe7cbae21c633ddcb/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskP6himk2e2VKuzMZPqXMRLUttTqURu3Ca)/source.webp",REGISTRY,NORMALIZED_NAME,
Esperia,Vanduul Scythe,VNCL_Scythe,VNCL_Scythe,"https://robertsspaceindustries.com/i/7f1723a830cbecad82904c64c92b272f397d341a/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjZuSweHytgpsb4fc3t87L1mXJcMGCCVF4)/source.webp",REGISTRY,NORMALIZED_NAME,
Gatac,Railen,railen,railen,"https://robertsspaceindustries.com/i/814fff8c9d31e1cf93ba5efcf80613b48ee17d11/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReseTTD86BH2Gw4skew2DH3pUqVeAkxazv2a)/source.webp",REGISTRY,EXACT_NAME,
Gatac Manufacture,Gatac Syulen,GAMA_Syulen,GAMA_Syulen,"https://robertsspaceindustries.com/i/11c4dccf824516cd0fd1231fc1dc25169ddfb1e2/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResevDjh8NbxfyAnM6defNpFEAzcGPsCoH9x)/source.webp",REGISTRY,NORMALIZED_NAME,
Gatac Manufacture,Gatac Tyilui,GAMA_Tyilui,GAMA_Tyilui,"https://robertsspaceindustries.com/i/09b0a3491d5a1421486bf7240461baee182c9aa8/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResj7G3jRHM4erCJCZ7ARPLZhmgvxFifvJtn)/source.webp",REGISTRY,NORMALIZED_NAME,
Grey's Market,Grey's Shiv,GLSN_Shiv,GLSN_Shiv,"https://robertsspaceindustries.com/i/83496eb7312353e165beff60ddab7e534950beee/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskfNjJxzLeJBQNwz8hZnHvXvcMscGngw4S)/source.webp",REGISTRY,NORMALIZED_NAME,
Greycat Industrial,Greycat MDC,GRIN_MDC,GRIN_MDC,"https://robertsspaceindustries.com/i/91fa76e997d1bda522eea25c0e6db21040e0d0ae/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjReskP45k9GrJZ4LA7XtBc6VGwea8waPxPGZk)/source.webp",REGISTRY,NORMALIZED_NAME,
Greycat Industrial,Greycat MTC,GRIN_MTC,GRIN_MTC,"https://robertsspaceindustries.com/i/dddfae02ba2ffd422d0fd89888d79b2e46cdbc5f/resize(1820,1024,cover,ADdPNihJzmPbNuTnFsH1DqUeqBRpXdSXVVtgJTyDDgscGKrzJuoFjResjk1FFtkNUvaK2WVK9EWKRHJszuiBF2CFg)/source.webp",REGISTRY,NORMALIZED_NAME,
